Row,ContributorID,Name,Role,ChapterName,ChapterNumber
277,http://data.globalchange.gov/person/965,"Voggesser, Garrit",Lead Author,"Indigenous Peoples, Lands, and Resources",12
278,http://data.globalchange.gov/person/2802,"Vose, Russell S.",Lead Author,Our Changing Climate,2
279,http://data.globalchange.gov/person/2802,"Vose, Russell S.",Lead Author,Appendix 3: Climate Science Supplement,33
280,http://data.globalchange.gov/person/2802,"Vose, Russell S.",Lead Author,Appendix 4: Frequently Asked Questions,34
281,http://data.globalchange.gov/person/1009,"Walsh, John",Convening Lead Author,Our Changing Climate,2
282,http://data.globalchange.gov/person/1009,"Walsh, John",Convening Lead Author,Appendix 4: Frequently Asked Questions,34
283,http://data.globalchange.gov/person/1009,"Walsh, John",Convening Lead Author,Appendix 3: Climate Science Supplement,33
284,http://data.globalchange.gov/person/1050,"Wang, Bin",Contributing Author,Hawai'i and U.S. Affiliated Pacific Islands,23
285,http://data.globalchange.gov/person/1075,"Waple, Anne M.",Lead Author,Sustained Assessment: A New Vision for Future U.S. Assessments,30
286,http://data.globalchange.gov/person/937,"Waskom, Reagan",Lead Author,Southwest,20
287,http://data.globalchange.gov/person/858,"Wear, David",Lead Author,Southeast and the Caribbean,17
288,http://data.globalchange.gov/person/1026,"Wehner, Michael",Lead Author,Appendix 3: Climate Science Supplement,33
289,http://data.globalchange.gov/person/1026,"Wehner, Michael",Lead Author,Our Changing Climate,2
290,http://data.globalchange.gov/person/1026,"Wehner, Michael",Lead Author,Appendix 4: Frequently Asked Questions,34
291,http://data.globalchange.gov/person/1062,"West, Jason",Contributing Author,Mitigation,27
292,http://data.globalchange.gov/person/4015,"Weyant, John P.",Lead Author,Energy Supply and Use,4
293,http://data.globalchange.gov/person/898,"Whelchel, Adam",Lead Author,Northeast,16
294,http://data.globalchange.gov/person/1014,"White, Kathleen",Lead Author,Water Resources,3
295,http://data.globalchange.gov/person/904,"Wiedinmyer, Christine",Contributing Author,Human Health,9
296,http://data.globalchange.gov/person/950,"Wilbanks, Thomas J.",Lead Author,"Urban Systems, Infrastructure, and Vulnerability",11
297,http://data.globalchange.gov/person/950,"Wilbanks, Thomas J.",Lead Author,Energy Supply and Use,4
298,http://data.globalchange.gov/person/853,"Williams, B. Ken",Lead Author,"Decision Support: Connecting Science, Risk Perception, and Decisions",26
299,http://data.globalchange.gov/person/1023,"Willis, Josh",Lead Author,Appendix 4: Frequently Asked Questions,34
300,http://data.globalchange.gov/person/1023,"Willis, Josh",Lead Author,Our Changing Climate,2
301,http://data.globalchange.gov/person/1023,"Willis, Josh",Lead Author,Appendix 3: Climate Science Supplement,33
302,http://data.globalchange.gov/person/834,"Wilson, Tom",Convening Lead Author,"Energy, Water, and Land Use",10
303,http://data.globalchange.gov/person/1058,"Wing, Ian Sue",Lead Author,Mitigation,27
304,http://data.globalchange.gov/person/3042,"Wolfe, David W.",Lead Author,Northeast,16
305,http://data.globalchange.gov/person/905,"Woodall, Christopher",Lead Author,Forests,7
306,http://data.globalchange.gov/person/991,"Wotkyns, Susan",Lead Author,"Indigenous Peoples, Lands, and Resources",12
307,http://data.globalchange.gov/person/1008,"Wuebbles, Donald",Convening Lead Author,Our Changing Climate,2
308,http://data.globalchange.gov/person/1008,"Wuebbles, Donald",Convening Lead Author,Appendix 4: Frequently Asked Questions,34
309,http://data.globalchange.gov/person/1008,"Wuebbles, Donald",Convening Lead Author,Appendix 3: Climate Science Supplement,33
310,http://data.globalchange.gov/person/1013,"Yates, David",Lead Author,Water Resources,3
311,http://data.globalchange.gov/person/840,"Yohe, Gary",Editor,Appendix 2: Information Quality Assurance Process,32
312,http://data.globalchange.gov/person/840,"Yohe, Gary",Editor,Overview and Report Findings,1
313,http://data.globalchange.gov/person/840,"Yohe, Gary",Convening Lead Author,Northeast,16
314,http://data.globalchange.gov/person/840,"Yohe, Gary",Editor,Appendix 1: Report Development Process,31
315,http://data.globalchange.gov/person/840,"Yohe, Gary",Editor,Appendix 6: Topics for Consideration in Future Assessments,36
316,http://data.globalchange.gov/person/840,"Yohe, Gary",Editor,Appendix 5: Scenarios and Models,35
317,http://data.globalchange.gov/person/914,"Zielinski-Gutiérrez, Emily",Contributing Author,Human Health,9
318,http://data.globalchange.gov/person/923,"Ziska, Lewis",Contributing Author,Human Health,9
319,http://data.globalchange.gov/person/1056,"de la Chesnaye, Francisco",Lead Author,Mitigation,27
