Row,ContributorID,Name,Role,ChapterName,ChapterNumber
281,http://data.globalchange.gov/person/1032,"Kharin, Viatcheslav",Contributing Author,Appendix 3: Climate Science Supplement,33
282,http://data.globalchange.gov/person/1025,"Kunkel, Kenneth",Lead Author,Appendix 3: Climate Science Supplement,33
283,http://data.globalchange.gov/person/1021,"Kossin, James",Lead Author,Appendix 3: Climate Science Supplement,33
284,http://data.globalchange.gov/person/1026,"Wehner, Michael",Lead Author,Appendix 3: Climate Science Supplement,33
285,http://data.globalchange.gov/person/2802,"Vose, Russell S.",Lead Author,Appendix 3: Climate Science Supplement,33
286,http://data.globalchange.gov/person/1031,"Lenton, Tim",Contributing Author,Appendix 3: Climate Science Supplement,33
287,http://data.globalchange.gov/person/1022,"Kennedy, John",Contributing Author,Appendix 3: Climate Science Supplement,33
288,http://data.globalchange.gov/person/1024,"Hayhoe, Katharine",Lead Author,Appendix 3: Climate Science Supplement,33
289,http://data.globalchange.gov/person/1027,"Thorne, Peter",Lead Author,Appendix 3: Climate Science Supplement,33
290,http://data.globalchange.gov/person/1030,"Knutson, Thomas",Contributing Author,Appendix 3: Climate Science Supplement,33
291,http://data.globalchange.gov/person/1040,"Landerer, Felix",Contributing Author,Appendix 3: Climate Science Supplement,33
292,http://data.globalchange.gov/person/1028,"Somerville, Richard",Contributing Author,Appendix 3: Climate Science Supplement,33
293,http://data.globalchange.gov/person/1009,"Walsh, John",Convening Lead Author,Appendix 3: Climate Science Supplement,33
294,http://data.globalchange.gov/person/1020,"Stephens, Graeme",Lead Author,Appendix 3: Climate Science Supplement,33
295,http://data.globalchange.gov/person/1023,"Willis, Josh",Lead Author,Appendix 3: Climate Science Supplement,33
296,http://data.globalchange.gov/person/1008,"Wuebbles, Donald",Convening Lead Author,Appendix 3: Climate Science Supplement,33
297,http://data.globalchange.gov/person/1019,"Anderson, David",Contributing Author,Appendix 4: Frequently Asked Questions,34
298,http://data.globalchange.gov/person/1031,"Lenton, Tim",Contributing Author,Appendix 4: Frequently Asked Questions,34
299,http://data.globalchange.gov/person/1032,"Kharin, Viatcheslav",Contributing Author,Appendix 4: Frequently Asked Questions,34
300,http://data.globalchange.gov/person/1024,"Hayhoe, Katharine",Lead Author,Appendix 4: Frequently Asked Questions,34
301,http://data.globalchange.gov/person/1009,"Walsh, John",Convening Lead Author,Appendix 4: Frequently Asked Questions,34
302,http://data.globalchange.gov/person/1008,"Wuebbles, Donald",Convening Lead Author,Appendix 4: Frequently Asked Questions,34
303,http://data.globalchange.gov/person/1023,"Willis, Josh",Lead Author,Appendix 4: Frequently Asked Questions,34
304,http://data.globalchange.gov/person/1026,"Wehner, Michael",Lead Author,Appendix 4: Frequently Asked Questions,34
305,http://data.globalchange.gov/person/2802,"Vose, Russell S.",Lead Author,Appendix 4: Frequently Asked Questions,34
306,http://data.globalchange.gov/person/1040,"Landerer, Felix",Contributing Author,Appendix 4: Frequently Asked Questions,34
307,http://data.globalchange.gov/person/1028,"Somerville, Richard",Contributing Author,Appendix 4: Frequently Asked Questions,34
308,http://data.globalchange.gov/person/1030,"Knutson, Thomas",Contributing Author,Appendix 4: Frequently Asked Questions,34
309,http://data.globalchange.gov/person/1022,"Kennedy, John",Contributing Author,Appendix 4: Frequently Asked Questions,34
310,http://data.globalchange.gov/person/1021,"Kossin, James",Lead Author,Appendix 4: Frequently Asked Questions,34
311,http://data.globalchange.gov/person/1027,"Thorne, Peter",Lead Author,Appendix 4: Frequently Asked Questions,34
312,http://data.globalchange.gov/person/1020,"Stephens, Graeme",Lead Author,Appendix 4: Frequently Asked Questions,34
313,http://data.globalchange.gov/person/1025,"Kunkel, Kenneth",Lead Author,Appendix 4: Frequently Asked Questions,34
314,http://data.globalchange.gov/person/1039,"Melillo, Jerry",Editor,Appendix 5: Scenarios and Models,35
315,http://data.globalchange.gov/person/1017,"Richmond, Terese (T.C.)",Editor,Appendix 5: Scenarios and Models,35
316,http://data.globalchange.gov/person/840,"Yohe, Gary",Editor,Appendix 5: Scenarios and Models,35
317,http://data.globalchange.gov/person/1017,"Richmond, Terese (T.C.)",Editor,Appendix 6: Topics for Consideration in Future Assessments,36
318,http://data.globalchange.gov/person/840,"Yohe, Gary",Editor,Appendix 6: Topics for Consideration in Future Assessments,36
319,http://data.globalchange.gov/person/1039,"Melillo, Jerry",Editor,Appendix 6: Topics for Consideration in Future Assessments,36
